Data;Godz.;Dobowa prognoza zapotrzebowania KSE;Rzeczywiste zapotrzebowanie KSE
20220327;9;16400;15499,125
20220327;10;16850;15875,013
20220327;11;17000;16186,363
20220327;12;17050;16259,2
20220327;13;17250;16470,175
20220327;14;17350;16599,613
20220327;15;17200;16464,888
20220327;16;17450;16195,2
20220327;17;17850;16660,275
20220327;18;18450;17251,863
20220327;19;19250;17962,3
20220327;20;20050;19153,675
20220327;21;19950;19483,038
20220327;22;19050;18758,3
20220327;23;18350;17828,763
20220327;24;17350;16711,475
20220328;1;16400;15846,263
20220328;2;15800;15559,8
20220328;3;15550;15314,475
20220328;4;15600;15403,388
20220328;5;16700;15895,213
20220328;6;18550;16995,775
20220328;7;21250;19648,538
20220328;8;22300;21608,475
20220328;9;22300;22078,813
20220328;10;22300;21740,938
20220328;11;22050;21013,625
20220328;12;22000;20862,15
20220328;13;22000;21093,163
20220328;14;22350;20937,4
20220328;15;22100;20703,1
20220328;16;22400;20883,45
20220328;17;22750;21259,813
20220328;18;22750;21861,388
20220328;19;23250;22162,088
20220328;20;23950;23324,025
20220328;21;23850;23605,05
20220328;22;22700;22011,538
20220328;23;20800;20333,85
20220328;24;19650;18967,15
20220329;1;18450;17825,088
20220329;2;17700;17221,463
20220329;3;17300;17037,05
20220329;4;17550;17164,513
20220329;5;18100;17490,038
20220329;6;19500;18290,988
20220329;7;21950;20361,65
20220329;8;22950;22069,638
20220329;9;23000;22961,863
20220329;10;23000;23092,25
20220329;11;23050;22851,363
20220329;12;23250;22892,475
20220329;13;23300;22937,838
20220329;14;23550;22804,863
20220329;15;22950;22784,413
20220329;16;22950;22901,5
20220329;17;23150;22745,625
20220329;18;23200;22733,188
20220329;19;23300;22654,588
20220329;20;24150;23592,075
20220329;21;23950;23769,875
20220329;22;22600;22159,5
20220329;23;20750;20707,613
20220329;24;19700;19509,725
20220330;1;18400;18386,3
20220330;2;17650;17764,275
20220330;3;17250;17396,013
20220330;4;17500;17397,088
20220330;5;18050;17734,7
20220330;6;19450;18492,638
20220330;7;22050;20623,713
20220330;8;23350;22290,7
20220330;9;23750;22803,2
20220330;10;23750;22500,15
20220330;11;23400;21980,538
20220330;12;23550;22416,913
20220330;13;23600;22577,625
20220330;14;23850;22716,775
20220330;15;23150;22998,375
20220330;16;23200;22932,775
20220330;17;23250;22914,075
20220330;18;23350;22874,4
20220330;19;23500;22775,138
20220330;20;24150;23504,475
20220330;21;23900;23622,05
20220330;22;22600;22274,163
20220330;23;20750;20681,4
20220330;24;19700;19496,3
20220331;1;18550;18473,613
20220331;2;17750;18022,275
20220331;3;17400;17691,388
20220331;4;17600;17712,85
20220331;5;18050;17964,213
20220331;6;19350;18674,663
20220331;7;21750;20857,05
20220331;8;23250;22791,125
20220331;9;24100;23702,9
20220331;10;24100;23872,913
20220331;11;24050;23589,225
20220331;12;24200;23904,063
20220331;13;24250;24072,975
20220331;14;24450;24107,35
20220331;15;23950;23908,688
20220331;16;23750;23833,238
20220331;17;23500;23562,363
20220331;18;23450;23497,363
20220331;19;23450;23419,513
20220331;20;24450;24036,338
20220331;21;24450;24093,5
20220331;22;23250;22633,5
20220331;23;21300;21022,238
20220331;24;20050;19619,175
20220401;1;18800;18477,763
20220401;2;18150;17925,788
20220401;3;17900;17658,538
20220401;4;18100;17782,025
20220401;5;18450;18078,35
20220401;6;19700;18884,0
20220401;7;22150;20911,213
20220401;8;23450;22872,213
20220401;9;24100;24122,175
20220401;10;24100;24515,463
20220401;11;24050;24568,538
20220401;12;24200;24882,063
20220401;13;24250;24795,463
20220401;14;24450;24731,2
20220401;15;24000;24266,338
20220401;16;23750;24110,038
20220401;17;23550;23953,163
20220401;18;23550;23618,55
20220401;19;23750;23416,513
20220401;20;24800;23975,488
20220401;21;24700;23999,113
20220401;22;23350;22363,125
20220401;23;21350;20853,625
20220401;24;20000;19574,263
20220402;1;18700;18506,125
20220402;2;17950;17975,313
20220402;3;17450;17461,338
20220402;4;17250;17425,55
20220402;5;17250;17439,438
20220402;6;17150;17429,313
20220402;7;18250;17845,088
20220402;8;19300;19010,963
20220402;9;20300;20513,575
20220402;10;20900;21578,563
20220402;11;21200;22120,513
20220402;12;21200;22340,05
20220402;13;21200;22287,913
20220402;14;21200;21908,05
20220402;15;20800;21283,675
20220402;16;20600;20933,725
20220402;17;20250;20614,663
20220402;18;20200;20623,188
20220402;19;20100;20559,425
20220402;20;20900;21095,225
20220402;21;20850;21233,988
20220402;22;19900;20159,25
20220402;23;18850;19101,7
20220402;24;17600;17871,475
20220403;1;16600;16748,975
20220403;2;16150;16165,563
20220403;3;15700;15646,288
20220403;4;15600;15561,588
20220403;5;15550;15630,013
20220403;6;15600;15635,613
20220403;7;15750;15542,288
20220403;8;16250;16230,938
20220403;9;16800;17228,888
20220403;10;17400;18164,213
20220403;11;17800;18774,663
20220403;12;17950;19274,388
20220403;13;17950;19066,0
20220403;14;17950;19245,263
20220403;15;17950;18830,713
20220403;16;17650;18415,1
20220403;17;17650;18302,875
20220403;18;17950;18465,4
20220403;19;18550;19048,213
20220403;20;19900;19948,988
20220403;21;20050;20287,863
20220403;22;19500;19404,463
20220403;23;18700;18527,063
20220403;24;17750;17458,038
20220404;1;16700;16595,063
20220404;2;16250;16285,463
20220404;3;16050;16119,513
20220404;4;16150;16145,35
20220404;5;17100;16591,55
20220404;6;18950;17732,45
20220404;7;21750;20379,113
20220404;8;23000;22529,275
20220404;9;23700;23372,788
20220404;10;23700;23622,988
20220404;11;23800;23336,425
20220404;12;23900;23371,85
20220404;13;24100;23436,05
20220404;14;24150;23347,263
20220404;15;23800;23020,388
20220404;16;23800;23289,213
20220404;17;23600;23189,15
20220404;18;23600;23299,213
20220404;19;23600;23287,775
20220404;20;24500;24131,425
20220404;21;24500;24288,65
20220404;22;23500;22647,9
20220404;23;21500;21006,613
20220404;24;20200;19544,775
20220405;1;18800;18497,263
20220405;2;18150;18014,825
20220405;3;17750;17723,088
20220405;4;17850;17768,3
20220405;5;18400;18152,638
20220405;6;19700;18991,725
20220405;7;22500;21155,838
20220405;8;23850;23150,513
20220405;9;24300;24133,613
20220405;10;24350;24399,163
20220405;11;24450;24050,288
20220405;12;24650;24212,013
20220405;13;24750;24103,125
20220405;14;24800;24240,075
20220405;15;24500;23701,75
20220405;16;24300;23838,175
20220405;17;24200;23486,988
20220405;18;24050;23418,763
20220405;19;23850;23314,338
20220405;20;24400;24004,075
20220405;21;24400;24224,363
20220405;22;23300;22759,738
20220405;23;21450;21134,1
20220405;24;20150;19690,488
20220406;1;18900;18507,513
20220406;2;18250;17921,788
20220406;3;17850;17651,75
20220406;4;17950;17685,85
20220406;5;18500;18111,05
20220406;6;19700;18859,838
20220406;7;22500;20946,363
20220406;8;23950;22955,738
20220406;9;24500;23900,45
20220406;10;24550;24067,075
20220406;11;24650;23814,05
20220406;12;24850;24176,538
20220406;13;24950;24183,688
20220406;14;25000;23971,363
20220406;15;24450;23506,85
20220406;16;24200;23481,263
20220406;17;24100;22862,3
20220406;18;23850;23139,875
20220406;19;23850;23106,75
20220406;20;24400;23724,738
20220406;21;24300;24057,788
20220406;22;23200;22589,463
20220406;23;21350;20864,688
20220406;24;20050;19404,15
20220407;1;17985;18297,775
20220407;2;17591;17600,213
20220407;3;17370;17384,138
20220407;4;17390;17435,25
20220407;5;17786;17729,625
20220407;6;18624;18266,538
20220407;7;20786;20337,838
20220407;8;22494;22163,538
20220407;9;23152;22523,95
20220407;10;22677;22288,225
20220407;11;22272;21680,4
20220407;12;22184;21659,688
20220407;13;22092;22092,938
20220407;14;21840;21904,925
20220407;15;22244;21792,75
20220407;16;22260;21827,938
20220407;17;22677;22074,9
20220407;18;22809;22448,263
20220407;19;22763;22326,438
20220407;20;23566;23108,563
20220407;21;23450;23528,575
20220407;22;21800;22189,588
20220407;23;20401;20442,95
20220407;24;18914;19203,638
20220408;1;18650;18010,663
20220408;2;17950;17501,05
20220408;3;17550;17253,95
20220408;4;17650;17236,088
20220408;5;18200;17576,263
20220408;6;19200;18135,475
20220408;7;22000;20172,225
20220408;8;23250;22077,55
20220408;9;23700;22649,95
20220408;10;23700;22886,438
20220408;11;23750;23043,125
20220408;12;23950;22856,65
20220408;13;24050;23234,313
20220408;14;24150;22531,65
20220408;15;23900;22111,65
20220408;16;23800;22018,238
20220408;17;23700;22249,513
20220408;18;23500;22565,713
20220408;19;23450;22434,1
20220408;20;24300;23191,3
20220408;21;24250;23519,388
20220408;22;23200;21980,65
20220408;23;21300;20465,363
20220408;24;20000;19213,738
20220409;1;18300;18175,463
20220409;2;17550;17510,588
20220409;3;17050;16891,813
20220409;4;17050;16818,85
20220409;5;17050;16856,5
20220409;6;17150;16848,263
20220409;7;18350;17423,413
20220409;8;19550;18663,488
20220409;9;20600;19919,663
20220409;10;21000;20750,513
20220409;11;21300;20802,75
20220409;12;21400;20726,175
20220409;13;21400;20473,663
20220409;14;21300;20054,663
20220409;15;20750;19601,6
20220409;16;20500;19216,013
20220409;17;20400;19034,388
20220409;18;20300;19323,65
20220409;19;20200;19785,063
20220409;20;20850;20280,325
20220409;21;20850;20756,513
20220409;22;19900;19736,038
20220409;23;18700;18605,363
20220409;24;17550;17384,8
20220410;1;16150;16303,35
20220410;2;15350;15615,95
20220410;3;15000;15341,5
20220410;4;14900;15171,65
20220410;5;14850;15131,288
20220410;6;14850;15121,413
20220410;7;15250;15155,075
20220410;8;16000;15736,563
20220410;9;16950;16709,313
20220410;10;17500;17314,675
20220410;11;17900;18159,713
20220410;12;18100;18225,063
20220410;13;18300;18258,05
20220410;14;18300;18299,838
20220410;15;18200;17565,775
20220410;16;17850;17593,138
20220410;17;17600;17524,563
20220410;18;17900;17901,875
20220410;19;18500;18516,025
20220410;20;19800;19341,15
20220410;21;19900;20044,825
20220410;22;19450;19408,25
20220410;23;18600;18662,7
20220410;24;17700;17530,113
20220411;1;16550;16562,438
20220411;2;16150;16124,075
20220411;3;15900;15950,25
20220411;4;16100;15989,763
20220411;5;16850;16405,775
20220411;6;18650;17467,625
20220411;7;21600;20146,275
20220411;8;23250;22253,763
20220411;9;23950;23183,85
20220411;10;23950;23129,175
20220411;11;23950;22922,238
20220411;12;24100;23370,325
20220411;13;24150;23416,25
20220411;14;24350;22902,825
20220411;15;23900;22607,763
20220411;16;23850;22857,688
20220411;17;23800;22627,988
20220411;18;23650;22940,313
20220411;19;23650;23025,55
20220411;20;24550;23567,775
20220411;21;24550;24183,063
20220411;22;23500;22848,525
20220411;23;21650;21225,025
20220411;24;20200;19828,25
20220412;1;18650;18869,088
20220412;2;17950;18243,413
20220412;3;17650;17845,288
20220412;4;17750;18025,95
20220412;5;18250;18365,125
20220412;6;19200;18951,863
20220412;7;21950;20944,063
20220412;8;23100;22641,463
20220412;9;23400;23048,888
20220412;10;23400;22539,813
20220412;11;23150;22077,75
20220412;12;23250;22363,775
20220412;13;23300;22231,05
20220412;14;23400;21904,7
20220412;15;23100;21520,0
20220412;16;23000;21628,775
20220412;17;22950;21818,838
20220412;18;22950;22291,975
20220412;19;23050;22692,313
20220412;20;24200;23221,6
20220412;21;24200;23877,0
20220412;22;23300;22525,375
20220412;23;21400;20901,788
20220412;24;20000;19537,025
20220413;1;18600;18470,975
20220413;2;17900;17757,825
20220413;3;17650;17481,25
20220413;4;17700;17492,225
20220413;5;18200;17902,813
20220413;6;19050;18482,0
20220413;7;21500;20537,663
20220413;8;22200;22280,575
20220413;9;22250;22607,213
20220413;10;22200;22314,6
20220413;11;21950;21688,55
20220413;12;21950;21750,463
20220413;13;21950;21745,375
20220413;14;22250;21520,35
20220413;15;22050;21348,288
20220413;16;22450;21645,638
20220413;17;22600;21828,488
20220413;18;22650;22137,388
20220413;19;22750;22325,9
20220413;20;23700;22839,75
20220413;21;23700;23442,313
20220413;22;22850;22216,013
20220413;23;21000;20620,113
20220413;24;19650;19154,713
20220414;1;18400;18077,0
20220414;2;17700;17532,625
20220414;3;17450;17167,688
20220414;4;17500;17213,613
20220414;5;18000;17417,963
20220414;6;18850;17865,288
20220414;7;21350;19754,325
20220414;8;22550;21519,913
20220414;9;22700;22205,725
20220414;10;22700;21979,288
20220414;11;22400;21719,188
20220414;12;22550;21905,263
20220414;13;22650;21954,75
20220414;14;22900;22027,625
20220414;15;22700;21877,863
20220414;16;22700;21930,725
20220414;17;22750;21976,4
20220414;18;22750;21958,525
20220414;19;23000;21935,875
20220414;20;23750;22425,6
20220414;21;23750;23167,838
20220414;22;22850;21947,175
20220414;23;21000;20394,913
20220414;24;19650;19009,05
20220415;1;18450;17786,825
20220415;2;17700;17044,95
20220415;3;17050;16762,7
20220415;4;17050;16687,238
20220415;5;17250;16885,863
20220415;6;18050;17151,313
20220415;7;20300;18655,163
20220415;8;22000;20466,338
20220415;9;23100;21731,288
20220415;10;23200;22631,863
20220415;11;23300;22700,138
20220415;12;23400;22925,475
20220415;13;23550;22864,413
20220415;14;23600;22982,3
20220415;15;23050;22229,325
20220415;16;22750;22513,65
20220415;17;22550;22197,0
20220415;18;22250;22071,613
20220415;19;22350;21784,263
20220415;20;23150;21838,9
20220415;21;23200;22196,4
20220415;22;22250;21043,238
20220415;23;20400;19457,863
20220415;24;18850;17838,038
20220416;1;16800;16506,2
20220416;2;15800;15677,438
20220416;3;15300;15367,75
20220416;4;15050;15175,975
20220416;5;15050;15179,838
20220416;6;15000;14855,213
20220416;7;15550;15330,538
20220416;8;16900;16467,975
20220416;9;18000;17962,25
20220416;10;18900;18610,025
20220416;11;19400;18825,088
20220416;12;19400;18417,438
20220416;13;19300;18051,475
20220416;14;19250;17580,163
20220416;15;18650;17107,35
20220416;16;18250;17285,75
20220416;17;18000;17323,15
20220416;18;17950;17614,838
20220416;19;18000;17821,05
20220416;20;19000;17998,088
20220416;21;19100;18506,075
20220416;22;18300;17841,675
20220416;23;17300;17043,388
20220416;24;16150;15928,05
20220417;1;15100;14746,413
20220417;2;14250;13960,063
20220417;3;13800;13610,413
20220417;4;13600;13495,413
20220417;5;13550;13554,55
20220417;6;13600;13401,588
20220417;7;13500;13292,813
20220417;8;14750;14190,475
20220417;9;15450;14842,638
20220417;10;15550;14580,2
20220417;11;15250;14704,663
20220417;12;15100;14142,338
20220417;13;15050;14133,538
20220417;14;15150;14154,163
20220417;15;15100;13830,063
20220417;16;14800;13962,875
20220417;17;14650;14046,3
20220417;18;14850;14341,9
20220417;19;15250;14923,663
20220417;20;16150;15471,888
20220417;21;16700;16464,125
20220417;22;16500;16284,688
20220417;23;15850;15674,663
20220417;24;15050;14777,75
20220418;1;13850;14014,763
20220418;2;13250;13338,3
20220418;3;12950;13077,538
20220418;4;12800;13084,538
20220418;5;12850;13214,175
20220418;6;12950;13093,2
20220418;7;12950;13004,563
20220418;8;13850;13414,338
20220418;9;14600;13860,725
20220418;10;15200;14257,588
20220418;11;15200;14894,213
20220418;12;15250;15045,7
20220418;13;15250;14796,125
20220418;14;15200;15122,7
20220418;15;14900;14720,05
20220418;16;14600;14633,225
20220418;17;14650;14731,913
20220418;18;14750;15345,175
20220418;19;15200;16044,313
20220418;20;16650;16546,475
20220418;21;17000;17355,838
20220418;22;16600;16951,375
20220418;23;15950;16190,525
20220418;24;15200;15244,05
20220419;1;14350;14458,775
20220419;2;13900;14114,563
20220419;3;13750;13903,363
20220419;4;13950;13958,788
20220419;5;14700;14372,038
20220419;6;16300;15271,425
20220419;7;19250;18069,663
20220419;8;21250;20390,175
20220419;9;22550;21621,688
20220419;10;23050;22335,1
20220419;11;23300;22492,2
20220419;12;23400;22498,625
20220419;13;23600;22327,338
20220419;14;23900;22211,013
20220419;15;23050;21566,663
20220419;16;22800;22051,463
20220419;17;22500;22069,138
20220419;18;22300;22104,05
20220419;19;22400;22234,5
20220419;20;23250;22538,188
20220419;21;23550;23148,3
20220419;22;22650;21894,725
20220419;23;20850;20449,138
20220419;24;19600;19112,025
20220420;1;18800;18097,325
20220420;2;18250;17394,0
20220420;3;17900;17133,413
20220420;4;18050;17250,425
20220420;5;18450;17625,438
20220420;6;19250;18114,95
20220420;7;22100;20395,575
20220420;8;23350;22451,325
20220420;9;23700;23645,2
20220420;10;23750;23757,75
20220420;11;23750;23628,275
20220420;12;23900;23890,388
20220420;13;24050;23868,575
20220420;14;24050;23764,163
20220420;15;23600;23544,225
20220420;16;23500;23417,625
20220420;17;23200;23412,738
20220420;18;23200;23149,175
20220420;19;23300;22985,188
20220420;20;24000;23407,788
20220420;21;24350;23714,188
20220420;22;23450;22338,863
20220420;23;21650;20752,725
20220420;24;20200;19489,625
20220421;1;18450;18500,0
20220421;2;17750;17897,463
20220421;3;17300;17597,925
20220421;4;17450;17624,538
20220421;5;17850;17793,475
20220421;6;18650;18157,65
20220421;7;21750;20549,238
20220421;8;23200;22580,363
20220421;9;23500;23457,913
20220421;10;23450;23546,675
20220421;11;23400;23319,075
20220421;12;23550;23496,8
20220421;13;23550;23639,213
20220421;14;23750;23408,825
20220421;15;23050;22851,088
20220421;16;23000;22948,45
20220421;17;22900;23069,138
20220421;18;23000;22926,575
20220421;19;23000;22851,65
20220421;20;23800;23118,0
20220421;21;24150;23495,5
20220421;22;23250;22272,575
20220421;23;21450;20705,825
20220421;24;20000;19362,313
20220422;1;18400;18221,963
20220422;2;17750;17518,95
20220422;3;17400;17266,25
20220422;4;17450;17305,975
20220422;5;17900;17518,1
20220422;6;19050;17961,913
20220422;7;21900;20214,663
20220422;8;23250;22238,875
20220422;9;23600;23185,025
20220422;10;23700;23395,425
20220422;11;23650;23090,113
20220422;12;23650;23296,138
20220422;13;23650;23130,113
20220422;14;23700;23048,188
20220422;15;23400;22428,638
20220422;16;23300;22494,575
20220422;17;23050;22571,95
20220422;18;22950;22447,288
20220422;19;23050;22379,388
20220422;20;23800;22838,275
20220422;21;23950;23215,1
20220422;22;23200;22073,663
20220422;23;21200;20517,0
20220422;24;19950;19362,713
20220423;1;17778;18263,613
20220423;2;17391;17445,438
20220423;3;17099;17157,913
20220423;4;16959;17137,05
20220423;5;17139;17280,038
20220423;6;16824;17037,488
20220423;7;17637;17660,9
20220423;8;18754;18629,013
20220423;9;19809;19603,963
20220423;10;20635;19976,588
20220423;11;20217;19985,725
20220423;12;19994;20210,288
20220423;13;19430;20295,7
20220423;14;18992;19782,3
20220423;15;18772;19481,338
20220423;16;18709;19039,038
20220423;17;18597;18754,138
20220423;18;18971;18879,688
20220423;19;19118;19518,025
20220423;20;19665;19801,7
20220423;21;20255;20476,313
20220423;22;19328;19487,088
20220423;23;18230;18416,45
20220423;24;16994;17123,088
20220424;1;16550;16160,038
20220424;2;15850;15560,4
20220424;3;15400;15225,8
20220424;4;15300;14878,838
20220424;5;15250;14939,763
20220424;6;15200;14757,188
20220424;7;15650;15035,588
20220424;8;16350;15674,95
20220424;9;17300;16575,363
20220424;10;18100;17233,613
20220424;11;18700;17400,113
20220424;12;19250;17497,838
20220424;13;19250;17453,375
20220424;14;19250;17597,1
20220424;15;18950;17379,875
20220424;16;18650;17524,538
20220424;17;18450;17691,913
20220424;18;18400;18098,975
20220424;19;18750;18430,275
20220424;20;19900;19045,913
20220424;21;19950;19512,563
20220424;22;19400;18767,75
20220424;23;18600;17945,7
20220424;24;17650;16736,138
20220425;1;16550;15777,588
20220425;2;16100;15488,8
20220425;3;16100;15331,975
20220425;4;16100;15359,063
20220425;5;16750;15718,375
20220425;6;18300;16618,05
20220425;7;21450;19547,538
20220425;8;23250;21687,85
20220425;9;23800;22651,838
20220425;10;23800;22946,375
20220425;11;23800;22704,838
20220425;12;23800;23088,425
20220425;13;24000;23091,75
20220425;14;24000;23047,288
20220425;15;23550;22609,863
20220425;16;23500;22718,45
20220425;17;23350;22632,675
20220425;18;23200;22675,713
20220425;19;23100;22535,763
20220425;20;23550;23028,288
20220425;21;23800;23436,788
20220425;22;23100;22155,338
20220425;23;21250;20499,938
20220425;24;19850;19178,988
20220426;1;18100;18202,288
20220426;2;17450;17590,075
20220426;3;17100;17332,4
20220426;4;17150;17431,8
20220426;5;17700;17679,75
20220426;6;18850;18069,65
20220426;7;21600;20399,0
20220426;8;23150;22296,863
20220426;9;23400;23098,55
20220426;10;23450;23162,65
20220426;11;23450;22533,738
20220426;12;23650;22736,65
20220426;13;23650;22740,238
20220426;14;23700;22754,0
20220426;15;23300;22844,4
20220426;16;23200;22620,5
20220426;17;23050;22561,063
20220426;18;22900;22345,625
20220426;19;23050;22312,475
20220426;20;23700;22767,063
20220426;21;23750;23365,375
20220426;22;22900;22232,088
20220426;23;20900;20693,175
20220426;24;19650;19387,625
20220427;1;18000;18327,938
20220427;2;17350;17704,65
20220427;3;17000;17430,513
20220427;4;17050;17474,1
20220427;5;17600;17665,05
20220427;6;18600;17903,45
20220427;7;21300;20012,263
20220427;8;22750;21729,188
20220427;9;23150;22170,225
20220427;10;23150;21924,738
20220427;11;23300;21485,513
20220427;12;23450;22153,638
20220427;13;23450;22360,688
20220427;14;23600;22469,963
20220427;15;23150;22326,888
20220427;16;23000;22705,45
20220427;17;22900;22215,613
20220427;18;22850;21798,0
20220427;19;22900;22177,813
20220427;20;23300;22568,5
20220427;21;23600;23077,15
20220427;22;22800;22098,2
20220427;23;20800;20477,95
20220427;24;19600;19159,2
20220428;1;18300;18131,7
20220428;2;17650;17595,775
20220428;3;17300;17329,625
20220428;4;17350;17441,713
20220428;5;17800;17668,325
20220428;6;18800;17915,738
20220428;7;21500;19942,25
20220428;8;22750;21857,675
20220428;9;23150;22187,188
20220428;10;23150;21972,725
20220428;11;22950;21607,05
20220428;12;23200;21972,65
20220428;13;23300;21911,525
20220428;14;23400;22139,113
20220428;15;22950;21767,625
20220428;16;22850;21581,225
20220428;17;22750;21772,963
20220428;18;22650;21915,775
20220428;19;22700;21938,3
20220428;20;23150;22376,45
20220428;21;23500;23161,888
20220428;22;22650;22277,713
20220428;23;20650;20767,438
20220428;24;19400;19311,388
20220429;1;18300;18228,788
20220429;2;17600;17709,825
20220429;3;17250;17326,113
20220429;4;17300;17404,125
20220429;5;17600;17600,55
20220429;6;18300;17846,8
20220429;7;21200;19914,088
20220429;8;22550;21749,313
20220429;9;22900;22275,188
20220429;10;22900;21825,125
20220429;11;22950;21591,688
20220429;12;23000;21759,65
20220429;13;23000;21705,5
20220429;14;23000;21480,175
20220429;15;22600;21188,75
20220429;16;22550;21533,988
20220429;17;22500;21224,4
20220429;18;22300;21552,638
20220429;19;22300;21723,163
20220429;20;22750;21916,75
20220429;21;23150;22397,65
20220429;22;22400;21534,888
20220429;23;20700;20021,188
20220429;24;19400;18730,038
20220430;1;17400;17518,575
20220430;2;16650;16763,925
20220430;3;16100;16352,725
20220430;4;15950;16297,088
20220430;5;15850;16298,95
20220430;6;15600;15768,65
20220430;7;17350;16393,1
20220430;8;18650;17431,95
20220430;9;19750;18320,938
20220430;10;20250;18745,538
20220430;11;20450;18401,25
20220430;12;20450;18846,425
20220430;13;20300;18682,425
20220430;14;20050;18159,275
20220430;15;19250;18026,338
20220430;16;18950;18082,513
20220430;17;18700;17900,275
20220430;18;18500;18281,388
20220430;19;18450;18348,213
20220430;20;18900;18381,238
20220430;21;19400;19025,925
20220430;22;19000;18604,05
20220430;23;17950;17397,975
20220430;24;16700;16197,163
20220501;1;15288;15322,538
20220501;2;14655;14761,45
20220501;3;14214;14455,775
20220501;4;14160;14253,638
20220501;5;14034;14143,95
20220501;6;13464;13531,4
20220501;7;13896;13643,375
20220501;8;14768;14091,838
20220501;9;15322;14662,15
20220501;10;15747;15177,563
20220501;11;15751;15311,55
20220501;12;15547;14986,188
20220501;13;15274;15040,275
20220501;14;15141;15213,0
20220501;15;15114;14739,225
20220501;16;14800;15274,925
20220501;17;15294;15218,488
20220501;18;15903;15831,45
20220501;19;16286;16358,738
20220501;20;16706;16750,5
20220501;21;17584;17345,988
20220501;22;17277;17220,15
20220501;23;16412;16444,888
20220501;24;15314;15321,05
20220502;1;14800;14552,113
20220502;2;14250;14081,675
20220502;3;14050;13878,763
20220502;4;13950;13895,388
20220502;5;14000;14078,713
20220502;6;14050;14023,525
20220502;7;16400;15326,525
20220502;8;17750;16513,45
20220502;9;18750;17384,525
20220502;10;19200;17685,038
20220502;11;19350;17469,163
20220502;12;19500;17513,875
20220502;13;19450;17646,275
20220502;14;19400;17697,088
20220502;15;19050;17730,038
20220502;16;18800;17844,475
20220502;17;18400;17855,625
20220502;18;18250;17874,775
20220502;19;18350;18044,225
20220502;20;18700;18432,288
20220502;21;19650;19030,825
20220502;22;19400;18679,725
20220502;23;18200;17571,325
20220502;24;16950;16241,813
20220503;1;15500;15292,975
20220503;2;14900;14766,713
20220503;3;14450;14337,213
20220503;4;14250;14270,088
20220503;5;14200;14178,05
20220503;6;13500;13594,625
20220503;7;14150;13828,938
20220503;8;15050;14408,675
20220503;9;15850;15270,225
20220503;10;16350;15361,825
20220503;11;16550;15565,513
20220503;12;16550;16003,875
20220503;13;16550;16380,125
20220503;14;16700;16121,238
20220503;15;16300;15871,45
20220503;16;15950;16179,963
20220503;17;15850;15946,45
20220503;18;16000;16330,85
20220503;19;16300;16871,088
20220503;20;17050;17159,738
20220503;21;18150;17927,875
20220503;22;18000;17791,05
20220503;23;16900;16770,588
20220503;24;15850;15622,863
20220504;1;14800;14855,663
20220504;2;14300;14396,85
20220504;3;14100;14247,325
20220504;4;14350;14277,35
20220504;5;14450;14584,0
20220504;6;16500;15221,175
20220504;7;20000;18017,625
20220504;8;21250;20095,638
20220504;9;22050;21009,8
20220504;10;22100;20926,488
20220504;11;22300;20478,225
20220504;12;22400;20947,8
20220504;13;22400;21231,625
20220504;14;22550;21099,938
20220504;15;22050;21122,663
20220504;16;21800;20772,863
20220504;17;21700;20719,1
20220504;18;21700;21110,65
20220504;19;21750;21258,475
20220504;20;22050;21668,938
20220504;21;22800;22177,875
20220504;22;22400;21318,025
20220504;23;20450;19563,525
20220504;24;19000;18070,088
20220505;1;17900;17063,275
20220505;2;17250;16492,95
20220505;3;16850;16206,363
20220505;4;16900;16368,325
20220505;5;17000;16539,125
20220505;6;17950;16777,588
20220505;7;20800;18918,225
20220505;8;22000;20613,125
20220505;9;22450;21078,225
20220505;10;22500;20933,738
20220505;11;22400;20229,225
20220505;12;22600;20516,575
20220505;13;22500;20832,913
20220505;14;22700;21097,188
20220505;15;22250;21032,163
20220505;16;22250;21570,588
20220505;17;22100;21811,238
20220505;18;22000;21534,388
20220505;19;21950;21388,875
20220505;20;22200;21952,788
20220505;21;22800;22248,813
20220505;22;22350;21419,425
20220505;23;20550;19656,538
20220505;24;19250;18314,9
20220506;1;17550;17382,363
20220506;2;16900;16695,55
20220506;3;16500;16388,825
20220506;4;16600;16426,338
20220506;5;16700;16641,65
20220506;6;17650;16797,013
20220506;7;20700;19102,013
20220506;8;21900;20957,125
20220506;9;22250;22071,05
20220506;10;22250;21948,7
20220506;11;22200;21408,55
20220506;12;22450;21812,65
20220506;13;22700;21542,888
20220506;14;22800;21360,575
20220506;15;22500;21257,075
20220506;16;22450;21465,888
20220506;17;22150;21446,15
20220506;18;22000;21509,15
20220506;19;21950;21519,413
20220506;20;22300;21653,275
20220506;21;22700;21955,638
20220506;22;22250;21357,563
20220506;23;20350;19804,625
20220506;24;19050;18460,463
20220507;1;17450;17362,213
20220507;2;16550;16716,65
20220507;3;16050;16324,238
20220507;4;15850;16211,9
20220507;5;15850;16019,45
20220507;6;15600;15604,4
20220507;7;17050;16276,838
20220507;8;18250;17529,038
20220507;9;19150;18492,788
20220507;10;19450;19045,4
20220507;11;19350;19093,45
20220507;12;19700;19023,425
20220507;13;19650;18785,463
20220507;14;19200;18524,038
20220507;15;18800;17961,9
20220507;16;18500;17912,95
20220507;17;18250;18130,95
20220507;18;18150;18291,888
20220507;19;18150;18509,913
20220507;20;18350;18685,288
