Data;Godz.;Dobowa prognoza zapotrzebowania KSE;Rzeczywiste zapotrzebowanie KSE
20220703;16;17300;16149,25
20220703;17;17350;16176,063
20220703;18;17600;16569,688
20220703;19;17800;16941,275
20220703;20;17900;17112,113
20220703;21;17900;17405,763
20220703;22;18100;17676,288
20220703;23;18100;17533,563
20220703;24;17000;16238,363
20220704;1;15850;15091,25
20220704;2;15150;14643,838
20220704;3;14850;14412,2
20220704;4;14700;14303,65
20220704;5;14600;14220,338
20220704;6;16050;14914,463
20220704;7;19450;17766,45
20220704;8;21400;20170,263
20220704;9;22400;21511,663
20220704;10;22600;21921,538
20220704;11;22900;21957,538
20220704;12;23000;22265,713
20220704;13;23200;22416,813
20220704;14;23200;22598,888
20220704;15;23000;22133,05
20220704;16;22850;22094,9
20220704;17;22650;21942,325
20220704;18;22450;21763,288
20220704;19;22300;21407,188
20220704;20;22250;21666,55
20220704;21;22150;21644,85
20220704;22;21850;21235,363
20220704;23;20950;20244,763
20220704;24;19400;18775,825
20220705;1;17850;17559,963
20220705;2;17050;16784,025
20220705;3;16450;16359,925
20220705;4;16400;16306,613
20220705;5;16100;16119,363
20220705;6;17050;16486,988
20220705;7;20000;18784,038
20220705;8;21700;20578,238
20220705;9;22500;21633,838
20220705;10;22600;22165,625
20220705;11;22950;22219,65
20220705;12;23100;22647,05
20220705;13;23150;22778,238
20220705;14;23250;22461,875
20220705;15;22900;22305,375
20220705;16;22750;22306,925
20220705;17;22650;21931,775
20220705;18;22550;21597,725
20220705;19;22250;21291,588
20220705;20;22200;21443,413
20220705;21;22000;21446,925
20220705;22;21750;20909,425
20220705;23;20850;19859,4
20220705;24;19300;18612,888
20220706;1;17700;17442,013
20220706;2;16900;16644,588
20220706;3;16300;16292,575
20220706;4;16300;16214,125
20220706;5;16000;16020,675
20220706;6;16800;16366,125
20220706;7;19800;18446,888
20220706;8;21450;20180,913
20220706;9;22300;21079,138
20220706;10;22400;21185,838
20220706;11;22650;21192,675
20220706;12;22850;21578,375
20220706;13;23050;21726,588
20220706;14;23150;21775,3
20220706;15;22700;21293,788
20220706;16;22550;21492,05
20220706;17;22450;21432,138
20220706;18;22250;21171,088
20220706;19;21950;20627,138
20220706;20;21900;20745,038
20220706;21;21700;20883,763
20220706;22;21400;20644,625
20220706;23;20450;19627,738
20220706;24;19000;18211,1
20220707;1;17650;16930,088
20220707;2;16850;16268,325
20220707;3;16300;15852,775
20220707;4;16250;15805,138
20220707;5;16000;15550,075
20220707;6;16950;15904,425
20220707;7;19750;17996,6
20220707;8;21250;19836,85
20220707;9;22200;20651,9
20220707;10;22300;21013,388
20220707;11;22600;21100,863
20220707;12;22800;21858,5
20220707;13;23000;21813,525
20220707;14;23100;21700,35
20220707;15;22600;21229,35
20220707;16;22400;21597,563
20220707;17;22200;21351,95
20220707;18;22000;21001,675
20220707;19;21650;21002,063
20220707;20;21650;21243,725
20220707;21;21600;21129,6
20220707;22;21300;20845,488
20220707;23;20450;19734,613
20220707;24;19000;18352,425
20220708;1;17350;17103,0
20220708;2;16450;16548,888
20220708;3;16000;16191,713
20220708;4;15950;16181,175
20220708;5;15800;16042,35
20220708;6;16650;16319,025
20220708;7;19350;18382,075
20220708;8;20650;20309,9
20220708;9;21600;21418,938
20220708;10;21800;21709,725
20220708;11;22100;21866,675
20220708;12;22400;21947,963
20220708;13;22550;22361,225
20220708;14;22650;21608,363
20220708;15;22350;21336,65
20220708;16;22250;21354,525
20220708;17;22050;21103,675
20220708;18;21750;20979,788
20220708;19;21250;20785,013
20220708;20;21250;20789,975
20220708;21;21200;20634,913
20220708;22;21000;20115,813
20220708;23;20200;19057,638
20220708;24;18900;17837,788
20220709;1;17600;16665,688
20220709;2;16650;15962,625
20220709;3;16200;15590,275
20220709;4;16050;15435,575
20220709;5;15450;15000,4
20220709;6;15400;14716,613
20220709;7;16800;15618,463
20220709;8;18000;16814,913
20220709;9;19050;17798,925
20220709;10;19600;18516,85
20220709;11;19800;18589,688
20220709;12;19800;18707,888
20220709;13;19800;18577,975
20220709;14;19500;18487,138
20220709;15;18850;17953,75
20220709;16;18550;17941,1
20220709;17;18300;18045,9
20220709;18;18100;17776,163
20220709;19;18100;17630,875
20220709;20;18100;17629,3
20220709;21;18100;17661,238
20220709;22;17950;17618,775
20220709;23;17650;17023,45
20220709;24;16400;15825,588
20220710;1;15200;14755,838
20220710;2;14400;14063,525
20220710;3;13900;13687,488
20220710;4;13600;13350,2
20220710;5;13200;13030,863
20220710;6;12950;12797,225
20220710;7;13850;13177,188
20220710;8;14800;13856,763
20220710;9;15750;14577,163
20220710;10;16500;15438,0
20220710;11;16750;16035,35
20220710;12;16800;16409,388
20220710;13;16800;16217,313
20220710;14;16800;16237,95
20220710;15;16700;15583,675
20220710;16;16600;15321,813
20220710;17;16700;15663,7
20220710;18;16800;15995,813
20220710;19;17000;16293,375
20220710;20;17200;16426,4
20220710;21;17350;16573,45
20220710;22;17350;16680,913
20220710;23;17350;16446,463
20220710;24;16300;15349,35
20220711;1;15100;14554,125
20220711;2;14400;14002,85
20220711;3;14100;13774,963
20220711;4;14000;13707,0
20220711;5;13900;13764,513
20220711;6;15650;14346,925
20220711;7;19050;17080,0
20220711;8;20800;19358,313
20220711;9;21700;20494,413
20220711;10;21900;20913,938
20220711;11;22200;20781,763
20220711;12;22550;20965,05
20220711;13;22700;21685,675
20220711;14;22700;21155,813
20220711;15;22500;20711,275
20220711;16;22400;20692,663
20220711;17;22100;20305,238
20220711;18;21800;20703,05
20220711;19;21400;20562,975
20220711;20;21400;20696,375
20220711;21;21250;20644,675
20220711;22;20950;20394,788
20220711;23;20050;19277,838
20220711;24;18650;17751,875
20220712;1;17150;16535,413
20220712;2;16250;15867,6
20220712;3;15850;15496,138
20220712;4;15800;15494,238
20220712;5;15650;15360,238
20220712;6;16500;15684,913
20220712;7;19300;17919,2
20220712;8;20600;19896,188
20220712;9;21400;20770,05
20220712;10;21600;21157,125
20220712;11;21950;21000,563
20220712;12;22350;21238,15
20220712;13;22550;21364,613
20220712;14;22650;21011,825
20220712;15;22350;20707,15
20220712;16;22250;20689,663
20220712;17;22050;21059,763
20220712;18;21750;20473,9
20220712;19;21450;20283,788
20220712;20;21450;20605,463
20220712;21;21400;20873,588
20220712;22;21200;20592,85
20220712;23;20400;19293,563
20220712;24;19100;17810,775
20220713;1;17350;16754,975
20220713;2;16700;16134,25
20220713;3;16200;15709,275
20220713;4;16150;15733,425
20220713;5;16000;15666,275
20220713;6;16900;15839,263
20220713;7;19850;17959,613
20220713;8;21550;19913,488
20220713;9;22550;20926,788
20220713;10;22650;21192,788
20220713;11;23000;20898,888
20220713;12;23100;21289,263
20220713;13;23150;21603,563
20220713;14;23300;21593,413
20220713;15;23050;21448,238
20220713;16;22950;21613,125
20220713;17;22850;21541,088
20220713;18;22750;21627,025
20220713;19;22250;21454,45
20220713;20;22200;21338,25
20220713;21;22000;21295,8
20220713;22;21650;20946,663
20220713;23;20750;19710,088
20220713;24;19200;18364,938
20220714;1;17350;17202,175
20220714;2;16700;16598,538
20220714;3;16200;16215,438
20220714;4;16150;16090,338
20220714;5;16000;15845,288
20220714;6;16800;16132,238
20220714;7;19550;18247,675
20220714;8;21050;20176,375
20220714;9;22050;21393,65
20220714;10;22150;21748,9
20220714;11;22350;21573,925
20220714;12;22600;21704,65
20220714;13;22650;21653,425
20220714;14;22650;21969,313
20220714;15;22450;21779,075
20220714;16;22350;21499,313
20220714;17;22100;21919,375
20220714;18;22000;21624,838
20220714;19;21600;21398,95
20220714;20;21600;21385,25
20220714;21;21550;21302,3
20220714;22;21200;20873,45
20220714;23;20300;19714,45
20220714;24;19000;18351,788
20220715;1;17150;17060,138
20220715;2;16500;16520,0
20220715;3;16000;16120,863
20220715;4;15950;16045,088
20220715;5;15800;15898,913
20220715;6;16600;16125,7
20220715;7;19350;17974,713
20220715;8;20850;19747,225
20220715;9;21850;20840,6
20220715;10;21950;20925,7
20220715;11;22150;20662,3
20220715;12;22400;21095,263
20220715;13;22450;21301,963
20220715;14;22450;20954,65
20220715;15;21950;20572,85
20220715;16;21850;20644,988
20220715;17;21600;20509,925
20220715;18;21500;20521,313
20220715;19;21100;20437,063
20220715;20;21100;20440,863
20220715;21;21150;20433,475
20220715;22;20900;20048,8
20220715;23;20000;18909,038
20220715;24;18700;17691,975
20220716;1;17300;16491,263
20220716;2;16350;15721,788
20220716;3;15800;15345,625
20220716;4;15650;15252,8
20220716;5;15050;14902,225
20220716;6;14900;14617,575
20220716;7;16450;15367,013
20220716;8;17750;16774,138
20220716;9;18800;17936,575
20220716;10;19100;18492,5
20220716;11;19300;18672,9
20220716;12;19300;18898,9
20220716;13;19300;18908,663
20220716;14;19200;18473,463
20220716;15;18950;18121,488
20220716;16;18700;17923,338
20220716;17;18500;17870,775
20220716;18;18350;18217,8
20220716;19;18200;17633,225
20220716;20;18200;17736,675
20220716;21;18200;17723,638
20220716;22;18200;17596,238
20220716;23;17850;16851,625
20220716;24;16600;15730,55
20220717;1;15200;14575,0
20220717;2;14300;14065,188
20220717;3;13800;13692,813
20220717;4;13500;13453,225
20220717;5;13300;13025,888
20220717;6;13000;12743,338
20220717;7;13650;13130,238
20220717;8;14500;13868,838
20220717;9;15450;14718,875
20220717;10;16300;15307,8
20220717;11;16650;15540,925
20220717;12;16700;15849,7
20220717;13;16700;15771,525
20220717;14;16700;16059,288
20220717;15;16400;15926,863
20220717;16;16300;15635,488
20220717;17;16350;15455,95
20220717;18;16550;15590,625
20220717;19;16750;16042,288
20220717;20;16800;16453,925
20220717;21;16800;16768,95
20220717;22;17100;17062,513
20220717;23;17150;16683,738
20220717;24;16000;15604,625
20220718;1;14950;14714,55
20220718;2;14200;14275,725
20220718;3;13950;14043,425
20220718;4;13750;14090,613
20220718;5;13850;14108,538
20220718;6;15450;14635,038
20220718;7;18900;17209,438
20220718;8;20700;19306,6
20220718;9;21750;20746,188
20220718;10;22000;20983,4
20220718;11;22300;20822,825
20220718;12;22500;21020,938
20220718;13;22700;21115,95
20220718;14;22700;21104,963
20220718;15;22250;20876,9
20220718;16;22100;20925,438
20220718;17;21900;20832,75
20220718;18;21750;20794,438
20220718;19;21600;20846,05
20220718;20;21650;20925,988
20220718;21;21550;20996,05
20220718;22;21300;20734,563
20220718;23;20350;19516,25
20220718;24;18800;18116,5
20220719;1;17700;16884,2
20220719;2;17000;16332,675
20220719;3;16500;15923,088
20220719;4;16450;15840,263
20220719;5;16350;15736,638
20220719;6;17500;15958,263
20220719;7;20450;18037,988
20220719;8;22150;20047,338
20220719;9;22950;21347,238
20220719;10;23050;21825,513
20220719;11;23250;21842,588
20220719;12;23600;22112,1
20220719;13;23650;22267,563
20220719;14;23750;22058,575
20220719;15;23450;21844,225
20220719;16;23450;21882,925
20220719;17;23350;21748,25
20220719;18;23150;21694,075
20220719;19;22850;21531,213
20220719;20;22800;21606,088
20220719;21;22600;21613,325
20220719;22;22350;21337,95
20220719;23;21450;20074,888
20220719;24;19900;18564,538
20220720;1;17900;17229,463
20220720;2;17200;16411,75
20220720;3;16700;16127,45
20220720;4;16650;15981,188
20220720;5;16350;15813,813
20220720;6;17500;16088,4
20220720;7;20650;18279,375
20220720;8;22350;20459,775
20220720;9;23250;21747,963
20220720;10;23350;22075,488
20220720;11;23550;22078,85
20220720;12;23600;22436,488
20220720;13;23650;22593,325
20220720;14;23750;22499,113
20220720;15;23450;22044,563
20220720;16;23450;22196,775
20220720;17;23350;22151,413
20220720;18;23150;22117,163
20220720;19;22850;22000,563
20220720;20;22800;21953,875
20220720;21;22600;21890,675
20220720;22;22350;21577,65
20220720;23;21450;20257,175
20220720;24;19900;18683,125
20220721;1;17700;17367,813
20220721;2;17000;16569,25
20220721;3;16500;16101,463
20220721;4;16450;16077,163
20220721;5;16150;15933,625
20220721;6;17300;16195,775
20220721;7;20450;18389,125
20220721;8;21950;20673,338
20220721;9;22850;21948,088
20220721;10;22950;22287,525
20220721;11;23150;22240,775
20220721;12;23200;22650,363
20220721;13;23250;22683,938
20220721;14;23350;22507,138
20220721;15;23050;22390,375
20220721;16;23050;22554,638
20220721;17;22950;22571,863
20220721;18;22750;22422,4
20220721;19;22450;22244,463
20220721;20;22400;22211,613
20220721;21;22200;22087,563
20220721;22;21950;21799,938
20220721;23;21050;20530,075
20220721;24;19500;18948,9
20220722;1;17400;17706,0
20220722;2;16700;16841,413
20220722;3;16200;16515,538
20220722;4;16150;16388,075
20220722;5;15850;16373,188
20220722;6;17000;16536,363
20220722;7;20150;18763,138
20220722;8;21850;20802,513
20220722;9;22750;21956,688
20220722;10;22850;22292,375
20220722;11;23050;22442,7
20220722;12;23100;22749,388
20220722;13;23150;23078,088
20220722;14;23250;22921,188
20220722;15;22950;22712,513
20220722;16;22950;22722,5
20220722;17;22850;22593,675
20220722;18;22650;22455,938
20220722;19;22350;22178,375
20220722;20;22300;21893,575
20220722;21;22100;21700,625
20220722;22;21850;21399,875
20220722;23;20950;20214,95
20220722;24;19400;18760,638
20220723;1;18100;17475,675
20220723;2;17150;16630,525
20220723;3;16600;16114,9
20220723;4;16350;15948,488
20220723;5;15750;15579,0
20220723;6;15750;15331,7
20220723;7;17450;16173,575
20220723;8;18750;17540,525
20220723;9;19800;18795,75
20220723;10;20100;19607,838
20220723;11;20400;19856,763
20220723;12;20400;20096,638
20220723;13;20450;20086,013
20220723;14;20500;19834,75
20220723;15;20250;19653,2
20220723;16;20000;19547,613
20220723;17;19800;19529,863
20220723;18;19650;19112,15
20220723;19;19500;19019,675
20220723;20;19500;18600,95
20220723;21;19300;18444,875
20220723;22;19200;18389,275
20220723;23;18750;17542,988
20220723;24;17500;16218,538
20220724;1;15700;15101,263
20220724;2;14800;14588,675
20220724;3;14300;14148,763
20220724;4;13900;14018,563
20220724;5;13600;13654,013
20220724;6;13300;13298,375
20220724;7;14150;13592,15
20220724;8;15100;14370,65
20220724;9;16050;15160,188
20220724;10;16900;15831,263
20220724;11;17250;16013,588
20220724;12;17300;16397,713
20220724;13;17300;16598,938
20220724;14;17300;16605,488
20220724;15;17150;16397,913
20220724;16;17100;16355,238
20220724;17;17150;16259,413
20220724;18;17450;16481,4
20220724;19;17650;16857,813
20220724;20;17700;17183,438
20220724;21;17800;17326,063
20220724;22;18100;17673,538
20220724;23;18150;17151,425
20220724;24;17000;16071,363
20220725;1;14838;14945,95
20220725;2;14371;14397,2
20220725;3;14108;14072,388
20220725;4;13988;14034,775
20220725;5;13992;14141,938
20220725;6;14888;14555,488
20220725;7;17754;16865,813
20220725;8;20236;19228,588
20220725;9;21958;20648,338
20220725;10;22379;21213,225
20220725;11;22470;21167,088
20220725;12;22707;21343,438
20220725;13;22893;21482,075
20220725;14;22715;21372,95
20220725;15;22577;21132,925
20220725;16;22358;21510,938
20220725;17;22227;21496,15
20220725;18;22207;21460,838
20220725;19;21996;21340,925
20220725;20;22079;21309,663
20220725;21;21924;21235,588
20220725;22;21374;21094,375
20220725;23;20236;19668,613
20220725;24;18690;18078,0
20220726;1;16973;16935,688
20220726;2;16376;16385,725
20220726;3;16095;16006,575
20220726;4;15978;15865,4
20220726;5;15791;15787,025
20220726;6;16171;16083,575
20220726;7;18614;18039,55
20220726;8;20576;19866,613
20220726;9;21391;21012,75
20220726;10;21543;21709,2
20220726;11;22083;21545,488
20220726;12;22190;21923,813
20220726;13;22258;22252,475
20220726;14;22229;22285,525
20220726;15;22314;22008,45
20220726;16;22266;21913,763
20220726;17;21800;21522,65
20220726;18;21627;21087,25
20220726;19;21193;20782,6
20220726;20;20825;20718,975
20220726;21;20712;20789,6
20220726;22;20413;20381,063
20220726;23;19518;19103,85
20220726;24;17586;17794,15
20220727;1;17354;16573,275
20220727;2;16588;15927,825
20220727;3;16276;15749,975
20220727;4;16125;15665,688
20220727;5;15960;15728,238
20220727;6;16199;15753,388
20220727;7;18421;17780,725
20220727;8;20253;19717,65
20220727;9;21358;20742,888
20220727;10;21857;21120,575
20220727;11;21803;21224,113
20220727;12;22170;21086,95
20220727;13;22346;20922,575
20220727;14;22285;21142,638
20220727;15;22048;20762,713
20220727;16;22172;20746,975
20220727;17;22035;20691,288
20220727;18;21914;20581,5
20220727;19;21696;20356,288
20220727;20;21659;20483,788
20220727;21;21662;20557,038
20220727;22;21466;20409,75
20220727;23;20146;19087,388
20220727;24;18604;17651,088
20220728;1;17018;16405,538
20220728;2;16173;15776,975
20220728;3;15929;15529,175
20220728;4;15906;15418,325
20220728;5;15873;15451,663
20220728;6;16026;15607,463
20220728;7;18192;17571,738
20220728;8;20017;19242,625
20220728;9;21019;20258,925
20220728;10;21571;20333,663
20220728;11;21613;20526,363
20220728;12;21988;20820,813
20220728;13;22206;20908,45
20220728;14;22218;20987,35
20220728;15;21973;20717,6
20220728;16;22040;20677,925
20220728;17;21784;20673,388
20220728;18;21418;20531,325
20220728;19;21158;20514,038
20220728;20;21164;20610,313
20220728;21;21193;20697,475
20220728;22;20967;20453,338
20220728;23;19576;19025,425
20220728;24;18159;17550,588
20220729;1;16640;16295,063
20220729;2;15906;15794,325
20220729;3;15685;15374,625
20220729;4;15603;15292,55
20220729;5;15601;15269,513
20220729;6;15840;15334,863
20220729;7;17899;17266,55
20220729;8;19681;19330,738
20220729;9;20774;20479,75
20220729;10;21068;20877,475
20220729;11;21174;20678,263
20220729;12;21610;21237,688
20220729;13;21707;21346,888
20220729;14;21813;21208,225
20220729;15;21484;20743,875
20220729;16;21462;21006,675
20220729;17;21255;20836,563
20220729;18;21067;20436,788
20220729;19;20856;20370,65
20220729;20;20855;20493,2
20220729;21;20905;20359,3
20220729;22;20627;20115,175
20220729;23;19195;18799,963
20220729;24;17757;17511,263
20220730;1;16950;16394,3
20220730;2;16150;15559,563
20220730;3;15600;15040,913
20220730;4;15450;14917,988
20220730;5;15100;14811,925
20220730;6;14800;14376,1
20220730;7;16650;15282,15
20220730;8;17850;16360,863
20220730;9;19050;17635,888
20220730;10;19500;18591,375
20220730;11;19750;18993,638
20220730;12;19850;19266,163
20220730;13;19800;19051,025
20220730;14;19550;19008,488
20220730;15;19150;18717,7
20220730;16;18850;18432,888
20220730;17;18700;18359,563
20220730;18;18500;18248,163
20220730;19;18350;18043,675
20220730;20;18250;18017,263
20220730;21;18700;18109,3
20220730;22;18650;17849,675
20220730;23;17850;16929,563
20220730;24;16600;15713,363
20220731;1;15500;14668,688
20220731;2;14650;14147,775
20220731;3;14149;13771,313
20220731;4;13850;13548,163
20220731;5;13550;13438,263
20220731;6;13151;13051,913
20220731;7;14150;13364,025
20220731;8;15100;13957,013
20220731;9;16050;14740,175
20220731;10;16900;15733,088
20220731;11;17250;16378,513
20220731;12;17300;16690,563
20220731;13;17300;16740,7
20220731;14;17403;16542,3
20220731;15;16950;16295,975
20220731;16;16892;16153,375
20220731;17;16850;16123,45
20220731;18;17042;16256,438
20220731;19;17350;16552,025
20220731;20;17400;16722,288
20220731;21;17768;17016,05
20220731;22;17915;17146,688
20220731;23;17492;16474,575
20220731;24;16450;15334,788
20220801;1;15074;14431,2
20220801;2;14470;13939,988
20220801;3;13996;13630,113
20220801;4;14011;13770,575
20220801;5;14189;13887,75
20220801;6;15509;14260,638
20220801;7;18276;16703,5
20220801;8;20091;18813,875
20220801;9;21032;19950,213
20220801;10;21306;20475,588
20220801;11;21669;20514,425
20220801;12;21876;20518,838
20220801;13;22008;20630,638
20220801;14;22098;20690,85
20220801;15;21616;20303,55
20220801;16;21490;20502,513
20220801;17;21306;20569,275
20220801;18;21059;20377,088
20220801;19;20878;20132,15
20220801;20;20855;20293,525
20220801;21;21150;20530,763
20220801;22;21081;20215,775
20220801;23;19600;18798,213
20220801;24;18242;17366,013
20220802;1;16800;16218,55
20220802;2;16150;15584,15
20220802;3;15650;15258,088
20220802;4;15625;15266,013
20220802;5;15674;15223,038
20220802;6;16400;15403,763
20220802;7;19050;17579,225
20220802;8;20473;19536,563
20220802;9;21301;20750,763
20220802;10;21541;20953,375
20220802;11;21709;21079,063
20220802;12;21950;21431,45
20220802;13;22100;21204,913
20220802;14;22250;21220,613
20220802;15;21700;20976,438
20220802;16;21579;21036,8
20220802;17;21276;20856,688
20220802;18;21081;20808,775
20220802;19;20967;20496,85
20220802;20;21050;20539,575
20220802;21;21200;20867,55
20220802;22;21075;20595,288
20220802;23;19586;19086,975
20220802;24;18245;17553,825
20220803;1;16950;16323,925
20220803;2;16250;15621,925
20220803;3;15900;15297,4
20220803;4;15800;15225,825
20220803;5;15800;15341,75
20220803;6;16500;15483,7
20220803;7;19200;17696,625
20220803;8;20800;19547,638
20220803;9;21650;20783,1
20220803;10;21800;21292,488
20220803;11;22100;21210,613
20220803;12;22100;21633,888
20220803;13;22500;21726,113
20220803;14;22650;21691,825
20220803;15;22100;21267,638
20220803;16;22100;21212,788
20220803;17;21850;21381,813
20220803;18;21550;21322,613
20220803;19;21400;21194,175
20220803;20;21400;21088,513
20220803;21;21600;21276,05
20220803;22;21550;20825,513
20220803;23;20000;19313,225
20220803;24;18750;17725,663
20220804;1;17100;16538,913
20220804;2;16300;15803,088
20220804;3;15950;15490,5
20220804;4;15900;15390,888
20220804;5;15900;15441,538
20220804;6;16700;15514,2
20220804;7;19550;17632,363
20220804;8;21200;19902,663
20220804;9;22000;21167,15
20220804;10;22154;21530,825
20220804;11;22450;21462,95
20220804;12;22650;21620,8
20220804;13;23000;21714,7
20220804;14;23050;21705,763
20220804;15;22650;21356,425
20220804;16;22650;21522,375
20220804;17;22500;21524,913
20220804;18;22300;21571,575
20220804;19;21850;21346,775
20220804;20;21900;21304,413
20220804;21;22050;21200,475
20220804;22;22050;20877,113
20220804;23;20550;19350,75
20220804;24;19250;17851,8
20220805;1;16900;16599,838
20220805;2;16000;15938,575
20220805;3;15600;15684,013
20220805;4;15550;15501,825
20220805;5;15550;15581,325
20220805;6;16550;15654,963
20220805;7;19300;17638,688
20220805;8;21000;19922,425
20220805;9;22050;21192,225
20220805;10;22400;21583,325
20220805;11;22700;21547,013
20220805;12;22900;21857,1
20220805;13;23200;21904,35
20220805;14;23200;21884,513
20220805;15;22800;21499,3
20220805;16;22800;21694,5
20220805;17;22700;21779,438
20220805;18;22500;21744,013
20220805;19;21950;21517,7
20220805;20;21950;21372,225
20220805;21;21900;21235,313
20220805;22;21850;20878,125
20220805;23;20400;19442,85
20220805;24;18950;18113,575
20220806;1;17400;16818,775
20220806;2;16450;16098,125
20220806;3;15900;15594,975
20220806;4;15700;15482,213
20220806;5;15400;15289,213
20220806;6;15200;14915,65
20220806;7;16550;15526,45
20220806;8;17950;16564,85
20220806;9;19100;17713,525
20220806;10;19500;18552,288
20220806;11;19700;18954,813
20220806;12;19700;18900,263
20220806;13;19700;18769,35
20220806;14;19650;18460,55
20220806;15;19250;17963,675
20220806;16;19000;17770,1
20220806;17;18800;17577,663
20220806;18;18600;17547,813
20220806;19;18400;17585,388
20220806;20;18250;17593,625
20220806;21;18250;17759,0
20220806;22;18250;17776,825
20220806;23;17700;16557,525
20220806;24;16450;15509,963
20220807;1;15050;14431,263
20220807;2;14400;13938,4
20220807;3;13900;13645,713
20220807;4;13650;13467,525
20220807;5;13450;13195,463
20220807;6;13000;12759,913
20220807;7;13800;13014,013
20220807;8;14650;13784,225
20220807;9;15550;14883,788
20220807;10;16100;15331,275
20220807;11;16400;15384,1
20220807;12;16500;15504,2
20220807;13;16500;15839,625
20220807;14;16500;15785,863
20220807;15;16500;15507,025
20220807;16;16400;15420,675
20220807;17;16200;15216,525
20220807;18;16150;15690,15
20220807;19;16500;16244,538
20220807;20;16950;16440,588
20220807;21;17500;16878,038
20220807;22;17550;17107,188
20220807;23;16850;16480,688
20220807;24;16000;15351,113
20220808;1;14800;14448,625
20220808;2;14100;13936,95
20220808;3;13700;13693,4
20220808;4;13850;13723,163
20220808;5;14000;13991,588
20220808;6;15550;14382,175
20220808;7;18200;16854,775
20220808;8;19800;18957,3
20220808;9;20750;20248,7
20220808;10;21000;20892,088
20220808;11;21300;20889,913
20220808;12;21350;21166,8
20220808;13;21600;21332,775
20220808;14;21700;21130,2
20220808;15;21250;20966,988
20220808;16;21200;20812,488
20220808;17;21150;20811,038
20220808;18;20973;20727,2
20220808;19;20650;20446,125
20220808;20;20750;20672,163
20220808;21;21050;21027,575
20220808;22;20900;20547,988
20220808;23;19400;18880,35
20220808;24;18000;17494,988
20220809;1;16550;16351,363
20220809;2;15750;15721,5
20220809;3;15400;15371,7
20220809;4;15350;15366,588
20220809;5;15350;15461,413
20220809;6;16150;15611,575
20220809;7;19000;17710,975
20220809;8;20550;19677,813
20220809;9;21450;20675,763
20220809;10;21604;21132,2
20220809;11;21900;21281,325
20220809;12;22200;21490,15
20220809;13;22300;21449,35
20220809;14;22400;21236,425
20220809;15;21750;21057,5
20220809;16;21750;21202,775
20220809;17;21600;20991,488
20220809;18;21400;20876,8
20220809;19;21097;20666,263
20220809;20;21050;20702,05
20220809;21;21450;21081,263
20220809;22;21300;20596,213
20220809;23;19701;19017,788
20220809;24;18300;17470,425
20220810;1;16500;16374,7
20220810;2;15700;15768,825
20220810;3;15350;15433,275
20220810;4;15300;15378,325
20220810;5;15300;15606,238
20220810;6;16100;15686,975
20220810;7;18950;17701,263
20220810;8;20500;19686,763
20220810;9;21400;20872,938
20220810;10;21554;21136,95
20220810;11;21850;21248,2
20220810;12;22150;21354,75
20220810;13;22250;21439,25
20220810;14;22300;21243,438
20220810;15;21700;20812,7
20220810;16;21700;20962,875
20220810;17;21550;20902,588
20220810;18;21350;20688,788
20220810;19;20950;20540,975
20220810;20;21000;20729,275
20220810;21;21350;21206,525
20220810;22;21150;20716,975
20220810;23;19550;19027,225
20220810;24;18250;17524,05
20220811;1;16500;16468,35
20220811;2;15700;15773,038
20220811;3;15350;15531,038
20220811;4;15300;15457,388
20220811;5;15300;15582,75
20220811;6;16350;15634,675
20220811;7;19050;17637,063
20220811;8;20600;19607,55
20220811;9;21400;20768,688
20220811;10;21700;21033,088
20220811;11;22100;20937,588
20220811;12;22100;21300,7
20220811;13;22100;21338,413
20220811;14;22200;21178,338
20220811;15;21700;21302,175
20220811;16;21700;21374,313
20220811;17;21550;20725,188
20220811;18;21250;20594,825
20220811;19;20900;20511,225
20220811;20;21000;20752,125
20220811;21;21550;21142,075
20220811;22;21550;20615,175
20220811;23;19700;19009,763
20220811;24;18350;17657,725
20220812;1;16750;16539,925
20220812;2;15950;15878,75
20220812;3;15600;15578,713
20220812;4;15550;15593,388
20220812;5;15650;15598,088
20220812;6;16400;15706,9
20220812;7;19150;17768,538
20220812;8;20700;19652,088
20220812;9;21700;20862,313
20220812;10;21800;21290,713
20220812;11;22200;21202,875
20220812;12;22300;21490,763
20220812;13;22300;21383,638
20220812;14;22300;21304,9
20220812;15;21900;20972,55
20220812;16;21900;21077,325
20220812;17;21800;21040,85
20220812;18;21500;20984,738
20220812;19;21250;20800,013
20220812;20;21150;20672,738
20220812;21;21600;20984,875
20220812;22;21450;20318,588
20220812;23;19600;18846,9
20220812;24;18200;17575,7
20220813;1;16850;16428,788
20220813;2;16150;15688,35
20220813;3;15550;15297,4
20220813;4;15350;15186,388
20220813;5;15300;15036,45
20220813;6;15000;14654,313
20220813;7;16250;15364,438
20220813;8;17550;16655,388
20220813;9;18650;18049,238
20220813;10;19450;19099,1
20220813;11;19700;19303,438
20220813;12;19800;19262,275
20220813;13;19800;19235,675
20220813;14;19700;19016,9
20220813;15;19350;18573,213
20220813;16;19050;18314,65
20220813;17;18900;18241,675
20220813;18;18800;18476,238
20220813;19;18600;18377,575
20220813;20;18400;18333,025
20220813;21;18700;18623,0
20220813;22;18650;18273,813
20220813;23;17500;17035,763
20220813;24;16300;15838,675
20220814;1;15200;14731,825
20220814;2;14550;14112,813
20220814;3;14050;13726,163
